"Row.names"	"logFC"	"logCPM"	"PValue"	"SGN_annotation"	"AGI"	"symbol"	"gene_name"	"X..identity"	"alignment.length"	"e.value"	"bit.score"	"percent.query.align"
"Solyc00g005840.2.1"	3.84157017171676	6.97520918205454	2.74249072568748e-06	"Thioredoxin family protein (AHRD V1 ***- D7MCJ1_ARALY); contains Interpro domain(s)  IPR015467  Thioredoxin, core "	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc00g006470.1.1"	1.74249906880702	8.66322662439284	0.0189836803988844	"Unknown Protein (AHRD V1)"	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc00g006680.1.1"	1.78359906325581	9.38253414987506	0.0162460123462688	"Plant senescence-associated protein (Fragment) (AHRD V1 *-*- D7PDP5_9HYPO)"	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc00g006690.2.1"	1.61539165840265	5.10724162074344	0.047388123231657	"Unknown Protein (AHRD V1)"	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc00g006800.2.1"	2.90448958194678	9.07831088820821	0.000173455698360371	"Transaldolase (AHRD V1 ***- Q9FVH1_SOLLC); contains Interpro domain(s)  IPR014634  Transaldolase, bacterial/plant type "	"AT5G13420"	NA	"transaldolase, putative; similar to transaldolase [Solanum tuberosum] (GB:AAB54016.1); similar to transaldolase-like protein [Solanum tuberosum] (GB:ABB17002.1); similar to transaldolase [Lycopersicon esculentum] (GB:AAG16981.1); contains InterPro domain Transaldolase; (InterPro:IPR001585); contains InterPro domain Transaldolase subfamily; (InterPro:IPR004732)"	80.83	412	0	658	93.83561644
"Solyc00g008580.1.1"	2.61498299047093	5.19348761292237	0.00115934295246474	"Unknown Protein (AHRD V1)"	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc00g009760.2.1"	1.74902923793455	8.12399940649592	0.0190205313802744	"Cytochrome P450 monooxygenase (Fragment) (AHRD V1 *-*- Q6T4Q1_PYRCO)"	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc00g010530.1.1"	2.5508575357326	4.23662560263091	0.00244936792397077	"Unknown Protein (AHRD V1)"	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc00g011150.1.1"	2.69441441299369	6.57642144397935	0.000590165958577129	"Unknown Protein (AHRD V1)"	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc00g011160.1.1"	3.06828369717489	6.86100513433585	0.000110918247963916	"Unknown Protein (AHRD V1)"	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc00g012430.1.1"	2.45220182473733	6.23973923709526	0.00160685797617605	"Unknown Protein (AHRD V1)"	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc00g012440.1.1"	2.18328727830446	10.0496658620771	0.00360885668010879	"TO54-2 (Fragment) (AHRD V1 ***- Q3LVL5_TAROF)"	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc00g019990.1.1"	-1.63636252447955	3.77275240721831	0.0369662093954968	"Unknown Protein (AHRD V1)"	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc00g020040.1.1"	2.07982541103902	9.46782297059471	0.0054521128583187	"Cytochrome c biogenesis (Fragment) (AHRD V1 ***- A4KXV6_9ROSI); contains Interpro domain(s)  IPR003544  Cytochrome c-type biogenesis protein CcmB "	"ATMG00110"	"CCB206"	"Encodes a mitochondria-encoded cytochrome c biogenesis protein."	94.66	206	7e-87	316	99.03381643
"Solyc00g021630.1.1"	1.84786531271682	7.55316312104739	0.0135399650889289	"NADH-ubiquinone oxidoreductase chain 6 (Fragment) (AHRD V1 ***- Q2PZB4_BRAOB); contains Interpro domain(s)  IPR001457  NADH:ubiquinone/plastoquinone oxidoreductase, chain 6 "	"ATMG00270"	"NAD6"	"NADH dehydrogenase subunit 6"	96.06	203	3e-103	370	92.66055046
"Solyc00g022080.1.1"	-1.65424384868107	3.99683917761831	0.0330910307558062	"Unknown Protein (AHRD V1)"	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc00g036520.1.1"	-1.72134676885493	2.98661158303981	0.0465691039170569	"Unknown Protein (AHRD V1)"	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc00g047700.2.1"	-1.94631791113731	7.35049472483958	0.0108292316568481	"Unknown Protein (AHRD V1)"	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc00g068970.2.1"	2.31309886720884	8.75974702560338	0.00224404440244002	"Cytochrome P450 like_TBP (AHRD V1 ***- O04892_TOBAC)"	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc00g072100.2.1"	3.120443563207	2.86997938699522	0.00250299211651212	"LTRGag-pol-polymerase 3 (AHRD V1 *-*- B2BXJ4_ARALY)"	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc00g082550.1.1"	3.10806276500207	6.97095690744419	8.02011732691023e-05	"Unknown Protein (AHRD V1)"	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc00g102000.1.1"	2.53619482501766	8.2500652976604	0.000927714485637776	"Unknown Protein (AHRD V1)"	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc00g121730.1.1"	2.08158558346391	3.85871428128411	0.0122562423022616	"&aposchromo&apos domain containing protein (AHRD V1 *--- Q6L3Q3_SOLDE); contains Interpro domain(s)  IPR005162  Retrotransposon gag protein "	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc00g147770.1.1"	1.90547274676483	4.41921889613195	0.0166708952513498	"HAT family dimerisation domain containing protein (AHRD V1 ***- Q2QPA8_ORYSJ); contains Interpro domain(s)  IPR008906  HAT dimerisation "	NA	NA	NA	NA	NA	NA	NA	NA
